rq,type,区县,市,sum,最高气温,最低气温,天气
20220819,市级数据,None,国网浙江省电力有限公司绍兴供电公司,170148901,40℃,30℃,多云
20220820,市级数据,None,国网浙江省电力有限公司绍兴供电公司,169242756,40℃,32℃,多云
20220821,市级数据,None,国网浙江省电力有限公司绍兴供电公司,163144162,37℃,29℃,多云
20220822,市级数据,None,国网浙江省电力有限公司绍兴供电公司,160523937,40℃,30℃,多云
20220823,市级数据,None,国网浙江省电力有限公司绍兴供电公司,163552050,39℃,28℃,多云
20220824,市级数据,None,国网浙江省电力有限公司绍兴供电公司,163579471,31℃,27℃,多云
20220825,市级数据,None,国网浙江省电力有限公司绍兴供电公司,167064528,37℃,27℃,多云
20220826,市级数据,None,国网浙江省电力有限公司绍兴供电公司,162209782,34℃,26℃,多云
20220827,市级数据,None,国网浙江省电力有限公司绍兴供电公司,151504748,28℃,25℃,中雨
20220828,市级数据,None,国网浙江省电力有限公司绍兴供电公司,142239130,29℃,24℃,多云
20220829,市级数据,None,国网浙江省电力有限公司绍兴供电公司,155363970,36℃,26℃,多云
20220830,市级数据,None,国网浙江省电力有限公司绍兴供电公司,159948562,33℃,23℃,多云
20220831,市级数据,None,国网浙江省电力有限公司绍兴供电公司,144989053,27℃,24℃,多云
20220901,市级数据,None,国网浙江省电力有限公司绍兴供电公司,138031187,29℃,23℃,多云
20220902,市级数据,None,国网浙江省电力有限公司绍兴供电公司,138076718,26℃,22℃,多云
20220903,市级数据,None,国网浙江省电力有限公司绍兴供电公司,136523148,25℃,22℃,多云
20220904,市级数据,None,国网浙江省电力有限公司绍兴供电公司,132920869,27℃,24℃,多云
20220905,市级数据,None,国网浙江省电力有限公司绍兴供电公司,134042986,27℃,21℃,多云
20220906,市级数据,None,国网浙江省电力有限公司绍兴供电公司,136290551,31℃,20℃,多云
20220907,市级数据,None,国网浙江省电力有限公司绍兴供电公司,141092370,34℃,22℃,多云
20220908,市级数据,None,国网浙江省电力有限公司绍兴供电公司,143895435,31℃,23℃,多云
20220909,市级数据,None,国网浙江省电力有限公司绍兴供电公司,141187168,29℃,21℃,雾
20220910,市级数据,None,国网浙江省电力有限公司绍兴供电公司,114123032,29℃,22℃,多云
20220911,市级数据,None,国网浙江省电力有限公司绍兴供电公司,121443592,30℃,23℃,多云
20220912,市级数据,None,国网浙江省电力有限公司绍兴供电公司,135090420,27℃,22℃,多云
20220913,市级数据,None,国网浙江省电力有限公司绍兴供电公司,138333297,24℃,22℃,中雨
20220914,市级数据,None,国网浙江省电力有限公司绍兴供电公司,132163289,24℃,22℃,多云
20220915,市级数据,None,国网浙江省电力有限公司绍兴供电公司,131452247,29℃,21℃,多云
20220916,市级数据,None,国网浙江省电力有限公司绍兴供电公司,136860765,30℃,21℃,多云
20220917,市级数据,None,国网浙江省电力有限公司绍兴供电公司,137545716,31℃,22℃,晴
20220918,市级数据,None,国网浙江省电力有限公司绍兴供电公司,133738688,30℃,22℃,多云
20220919,市级数据,None,国网浙江省电力有限公司绍兴供电公司,136396290,29℃,20℃,多云
20220920,市级数据,None,国网浙江省电力有限公司绍兴供电公司,133830682,27℃,20℃,多云
20220921,市级数据,None,国网浙江省电力有限公司绍兴供电公司,135550605,24℃,19℃,多云
20220922,市级数据,None,国网浙江省电力有限公司绍兴供电公司,136823150,28℃,20℃,多云
20220923,市级数据,None,国网浙江省电力有限公司绍兴供电公司,138564301,27℃,18℃,多云
20220924,市级数据,None,国网浙江省电力有限公司绍兴供电公司,133797384,24℃,17℃,多云
20220925,市级数据,None,国网浙江省电力有限公司绍兴供电公司,129625449,27℃,19℃,多云
20220926,市级数据,None,国网浙江省电力有限公司绍兴供电公司,135185096,27℃,21℃,多云
20220927,市级数据,None,国网浙江省电力有限公司绍兴供电公司,138469047,27℃,21℃,多云
20220928,市级数据,None,国网浙江省电力有限公司绍兴供电公司,140159713,27℃,22℃,多云
20220929,市级数据,None,国网浙江省电力有限公司绍兴供电公司,139176983,23℃,21℃,多云
20220930,市级数据,None,国网浙江省电力有限公司绍兴供电公司,135885880,31℃,23℃,多云
20210401,市级数据,None,国网浙江省电力有限公司舟山供电公司,57377329,23℃,16℃,阴
20210402,市级数据,None,国网浙江省电力有限公司舟山供电公司,52716296,21℃,14℃,多云
20210403,市级数据,None,国网浙江省电力有限公司舟山供电公司,50496876,20℃,11℃,阴
20210404,市级数据,None,国网浙江省电力有限公司舟山供电公司,50045635,17℃,10℃,晴
20210405,市级数据,None,国网浙江省电力有限公司舟山供电公司,50879588,16℃,10℃,阴
20210406,市级数据,None,国网浙江省电力有限公司舟山供电公司,52282895,19℃,10℃,阴
20210407,市级数据,None,国网浙江省电力有限公司舟山供电公司,51636462,20℃,11℃,阴
20210408,市级数据,None,国网浙江省电力有限公司舟山供电公司,30559087,16℃,10℃,晴
20210409,市级数据,None,国网浙江省电力有限公司舟山供电公司,64156319,18℃,9℃,晴
20210410,市级数据,None,国网浙江省电力有限公司舟山供电公司,65630446,19℃,14℃,多云
20210411,市级数据,None,国网浙江省电力有限公司舟山供电公司,64384643,17℃,14℃,小雨到中雨
20210412,市级数据,None,国网浙江省电力有限公司舟山供电公司,65063839,18℃,14℃,阴
20210413,市级数据,None,国网浙江省电力有限公司舟山供电公司,64852832,18℃,11℃,小雨
20210414,市级数据,None,国网浙江省电力有限公司舟山供电公司,64684310,14℃,10℃,阴
20210415,市级数据,None,国网浙江省电力有限公司舟山供电公司,65780972,14℃,11℃,晴
20210416,市级数据,None,国网浙江省电力有限公司舟山供电公司,30666484,23℃,13℃,小雨
20210417,市级数据,None,国网浙江省电力有限公司舟山供电公司,30385475,21℃,10℃,阴
20210418,市级数据,None,国网浙江省电力有限公司舟山供电公司,64353449,19℃,9℃,阴
20210419,市级数据,None,国网浙江省电力有限公司舟山供电公司,64133091,18℃,11℃,晴
20210420,市级数据,None,国网浙江省电力有限公司舟山供电公司,63291601,19℃,13℃,晴
20210421,市级数据,None,国网浙江省电力有限公司舟山供电公司,66150712,22℃,16℃,晴
20210422,市级数据,None,国网浙江省电力有限公司舟山供电公司,62310600,21℃,16℃,阴
20210423,市级数据,None,国网浙江省电力有限公司舟山供电公司,62482530,21℃,16℃,阴
20210424,市级数据,None,国网浙江省电力有限公司舟山供电公司,61786050,20℃,16℃,阴
20210425,市级数据,None,国网浙江省电力有限公司舟山供电公司,59896998,24℃,14℃,多云
20210426,市级数据,None,国网浙江省电力有限公司舟山供电公司,63005116,22℃,16℃,阴
20210427,市级数据,None,国网浙江省电力有限公司舟山供电公司,61961790,19℃,15℃,小雨到中雨
20210428,市级数据,None,国网浙江省电力有限公司舟山供电公司,61939705,19℃,15℃,阴
20210429,市级数据,None,国网浙江省电力有限公司舟山供电公司,60326493,22℃,16℃,晴
20210430,市级数据,None,国网浙江省电力有限公司舟山供电公司,51993393,27℃,16℃,晴
20210501,市级数据,None,国网浙江省电力有限公司舟山供电公司,42865890,24℃,14℃,晴
20210502,市级数据,None,国网浙江省电力有限公司舟山供电公司,44796442,21℃,14℃,晴
20210503,市级数据,None,国网浙江省电力有限公司舟山供电公司,50560109,22℃,16℃,风
20210504,市级数据,None,国网浙江省电力有限公司舟山供电公司,55585295,22℃,15℃,小雨到中雨
20210505,市级数据,None,国网浙江省电力有限公司舟山供电公司,51813772,23℃,14℃,晴
20210506,市级数据,None,国网浙江省电力有限公司舟山供电公司,50908067,22℃,16℃,多云
20210507,市级数据,None,国网浙江省电力有限公司舟山供电公司,52118868,29℃,16℃,多云
20210508,市级数据,None,国网浙江省电力有限公司舟山供电公司,52058926,26℃,18℃,多云
20210509,市级数据,None,国网浙江省电力有限公司舟山供电公司,52143346,30℃,18℃,晴
20210510,市级数据,None,国网浙江省电力有限公司舟山供电公司,61155804,29℃,20℃,多云
20210511,市级数据,None,国网浙江省电力有限公司舟山供电公司,56923659,23℃,20℃,多云
20210512,市级数据,None,国网浙江省电力有限公司舟山供电公司,62369579,26℃,19℃,阴
20210513,市级数据,None,国网浙江省电力有限公司舟山供电公司,72248318,23℃,20℃,小雨到中雨
20210514,市级数据,None,国网浙江省电力有限公司舟山供电公司,67959989,27℃,20℃,多云
20210515,市级数据,None,国网浙江省电力有限公司舟山供电公司,54931461,28℃,22℃,多云
20210516,市级数据,None,国网浙江省电力有限公司舟山供电公司,75445305,27℃,17℃,小雨到大雨
20210517,市级数据,None,国网浙江省电力有限公司舟山供电公司,71747476,20℃,16℃,阴
20210518,市级数据,None,国网浙江省电力有限公司舟山供电公司,73577406,21℃,16℃,小雨到中雨
20210519,市级数据,None,国网浙江省电力有限公司舟山供电公司,73021055,21℃,17℃,小雨到中雨
20210520,市级数据,None,国网浙江省电力有限公司舟山供电公司,71665791,22℃,17℃,阴
20210521,市级数据,None,国网浙江省电力有限公司舟山供电公司,65979163,21℃,17℃,阴
20210522,市级数据,None,国网浙江省电力有限公司舟山供电公司,60345628,21℃,17℃,阴
